
Country Name En,Unit Name,2023,2023 Flag,2022,2022 Flag,2021,2021 Flag,2020,2020 Flag,2019,2019 Flag,2018,2018 Flag,2017,2017 Flag,2016,2016 Flag,2015,2015 Flag,2014,2014 Flag,2013,2013 Flag,2012,2012 Flag,2011,2011 Flag,2010,2010 Flag,2009,2009 Flag,2008,2008 Flag,2007,2007 Flag,2006,2006 Flag,2005,2005 Flag,2004,2004 Flag,2003,2003 Flag,2002,2002 Flag,2001,2001 Flag,2000,2000 Flag,1999,1999 Flag,1998,1998 Flag,1997,1997 Flag,1996,1996 Flag,1995,1995 Flag,1994,1994 Flag,1993,1993 Flag,1992,1992 Flag,1991,1991 Flag,1990,1990 Flag,1989,1989 Flag,1988,1988 Flag,1987,1987 Flag,1986,1986 Flag,1985,1985 Flag,1984,1984 Flag,1983,1983 Flag,1982,1982 Flag,1981,1981 Flag,1980,1980 Flag,1979,1979 Flag,1978,1978 Flag,1977,1977 Flag,1976,1976 Flag,1975,1975 Flag,1974,1974 Flag,1973,1973 Flag,1972,1972 Flag,1971,1971 Flag,1970,1970 Flag,1969,1969 Flag,1968,1968 Flag,1967,1967 Flag,1966,1966 Flag,1965,1965 Flag,1964,1964 Flag,1963,1963 Flag,1962,1962 Flag,1961,1961 Flag,1960,1960 Flag,1959,1959 Flag,1958,1958 Flag,1957,1957 Flag,1956,1956 Flag,1955,1955 Flag,1954,1954 Flag,1953,1953 Flag,1952,1952 Flag,1951,1951 Flag,1950,1950 Flag
Gambia,Tonnes - live weight,69,E,69,E,67,E,65,E,55,E,55,E,57,E,57,E,47,E,47,E,45,E,35,E,35,E,26,E,26,E,26,E,26,E,76,E,5,E,5,E,5,E,5,E,5,E,5,E,4,E,4,E,4,E,4,A,0,A,0,A,0,A,0,A,0,A,60,A,53,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Tonnes - live weight,2458.4,A,2743.2,A,2790.4,A,2026.9,A,2444.7,A,2381.5,A,2042,A,1805,E,1655,E,1495,E,1305,E,1155,E,1000,E,850,E,705,E,422,E,180,A,150,E,107,E,72,A,56,A,52,A,80,A,86,A,83,A,96,A,61,A,101,A,157,A,228,A,580,A,1045,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Tonnes - live weight,34961.3,A,26545,A,32649,A,32258,A,40756,A,34196,A,35979,A,41801,A,29909,A,26032,A,25289,A,26360,A,39141,A,40694,A,38907,A,43977,A,44994,A,35379,A,44685,A,57233,A,74280,A,49852,A,53409,A,65891,A,79567,A,73020,A,65433,A,83237,A,64096,A,48852,A,69500,A,96654,A,74692,A,64435,A,66618,A,72005,A,66828,A,70235,A,61134,A,97785,A,70965,A,52616,A,35543,E,38789,A,25703,E,35893,E,36230,E,44071,A,39380,A,35783,A,29169,A,25103,A,20636,A,23477,A,19814,A,22160,A,20600,A,19950,A,14490,A,13830,A,12680,A,12520,A,16670,A,19810,A,20250,A,15400,A,11440,A,9490,A,15330,A,10980,A,13020,A,15360,A,10110,A,10450,A
Ghana,Tonnes - live weight,100042,E,92135,E,89380,E,64010,E,52360,E,76630,E,57415,E,52480,E,44610,A,38545,A,32513,E,27450,E,19092,E,10200,E,7154,E,5594,E,3820,E,2270,E,1154,A,950,A,938,A,6000,E,6000,A,5000,A,2900,A,1800,A,400,A,550,E,550,E,500,E,465,E,430,E,410,E,360,E,330,E,427,A,386,A,359,A,357,A,450,A,353,E,329,E,306,E,289,E,273,E,256,E,238,E,219,E,199,E,181,E,168,E,142,E,122,E,94,E,46,E,20,E,10,E,4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Tonnes - live weight,141932.769,A,141997.591,A,143925.564,A,131737.165,A,128821.578,A,132364.52,A,125524.7,A,123707.1,A,107161.8,A,104663.0,A,113999.85,A,110973.468,A,110809.1,E,121244,A,122011,A,115068,A,113297,A,113384,A,106208,A,97143,A,101434,A,87928,A,97512,A,95418,A,84274,A,59926,A,48838,A,39852,A,32644,A,33182,A,32578,A,20306,A,12615,A,9523,A,4737,A,4087,A,2741,A,2296,A,2377,A,2542,A,2260,E,2110,E,2065,E,1963,E,1872,E,1826,E,1704,E,1612,E,1520,E,1400,E,1230,E,1080,E,975,E,1040,E,950,E,860,E,800,E,630,E,620,E,530,E,450,E,390,E,290,E,330,E,270,E,110,E,110,E,175,E,130,E,115,E,102,E,80,E,50,E,50,E
Greenland,Tonnes - live weight,32,E,20,E,6,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,Tonnes - live weight,26,E,26,E,22.5,E,22.5,E,22.5,E,20.5,E,18.5,A,22.6,A,1.4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,0,N,4,A,1,A,0,N,0,N,0,N,0,N,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,Tonnes - live weight,55,E,53,E,50,E,45,E,25,E,24,E,21,A,23,E,24,E,27,E,14,E,11,E,12,A,11,A,7.4,A,17.5,A,15.224,A,12.262,A,10.361,A,31,A,31,A,23,A,14,A,14,A,20,A,14,A,20,A,30,A,30,A,26,A,40,A,35,A,44,A,42,A,44,A,42,A,40,E,35,E,31,A,40,A,10,A,8,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,Tonnes - live weight,103,E,108,E,105,E,108,E,105,E,103,E,100,E,110,E,110,E,110,E,110,E,111,E,111,A,129,A,140.5,A,162,E,162,A,162,A,160,E,160,E,160,E,233,E,232,E,232,E,230,E,220,E,220,E,220,E,216,E,215,A,211,A,187,A,176,A,212,A,210,A,198,A,180,A,142,A,85,A,47,A,37,A,45,A,11,A,4,A,2,A,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,Tonnes - live weight,42490.34,A,42313.4,A,32583.45,A,33651,A,31000,E,28317,A,26360,A,23448.9,A,22247.6,A,21395,A,19762,A,17743,A,21468,A,22792.23,A,16623,A,18727,A,16400,E,16293,A,9008,E,4908,A,6346,E,7978,A,5100,E,3963,A,4850,A,3124,A,4407,A,3421,A,3675,A,4393,A,3286,A,1235,A,831,A,904,A,713,A,920,A,651,A,528,A,459,A,61,A,12,A,9,A,8,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guernsey,Tonnes - live weight,60,E,60,E,63.861,A,32.655,A,28,A,30,E,29.7,A,20,E,5.4,A,16,A,60.053,A,14.5,A,25,A,21,A,18,A,15,A,,,10,A,11.5,A,5,A,5,A,5.5,A,17.8,A,83.5,A,51,A,,,,,,,,,,,,,,,,,21,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,Tonnes - live weight,5985,A,3950,A,1519,A,1483,A,806.2,A,686.6,A,572.9,A,477.8,A,409,A,351,A,322.8,A,292.5,A,187.2,A,185,E,177,E,170,E,110,E,110,E,100,E,2,E,2,E,2,E,0,N,1000,E,1500,E,300,E,50,E,4,A,4,A,5,E,5,E,5,E,1,E,1,E,1,E,1,A,2,A,2,A,3,A,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,Tonnes - live weight,15,E,15,E,15,E,15,E,20,E,25,E,25,E,10,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Guyana,Tonnes - live weight,1565,E,953.4,A,141.73,A,137.626,A,243.02,A,306.76,A,696.268,A,336.70,A,417.64,A,367.496,A,220.65,A,261.178,A,263.10,A,487.6,A,510.96,E,292,E,660,A,660,E,608,A,608,E,608,E,608,A,608,A,605,A,606,A,300,E,270,E,250,E,230,E,210,A,140,E,85,E,65,E,50,E,35,E,43,E,70,A,65,A,27,E,17,A,14,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,Tonnes - live weight,1655,E,1685,E,1610,E,1560,E,1555,E,1430,E,1400,E,1290,E,1220,E,1010,E,800,E,720,E,600,A,360,E,225,E,162,E,162,E,32,E,32,E,32,E,12,E,12,E,12,E,12,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,Tonnes - live weight,102768,E,73193,E,63267.8,E,71151.1,E,68100,E,65000,E,64500,E,54000,E,55100,E,61750,E,53100,E,52436,E,50295,E,27509,A,28858,A,47080,A,54689,A,55356,E,49249,A,27036,A,23547,A,16957,A,13386,A,10053,A,8789,A,8080,A,9472,A,10295,A,7241,A,8990,A,8341,A,5707,A,4175,A,3401,A,3318,E,2845,A,2049,A,985,A,465,A,581,A,268,E,190,E,127,E,86,E,55,E,36,E,23,E,14,E,9,E,2,E,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Tonnes - live weight,17785.024,A,18557.112,A,18024.757,A,18435.870,A,17283.305,A,17852.3,A,18257.5,A,16247.969,A,17337,A,15326,A,14918,A,15133,A,15584,A,14245,A,14825,A,15687,A,15864,A,14686,A,13661,A,12744,A,11870,A,11574,A,13056,A,12886,A,11947,A,10222,A,9334,A,8080,A,9360,A,9899,A,9492,A,14230,A,14434,A,17600,A,20548,A,17970,A,17948,A,16997,A,18315,A,16473,E,27790,E,26180,E,26330,E,22570,E,21619,E,21787,E,21889,E,21923,E,21950,E,21791,E,21626,E,22600,E,19000,E,19500,E,20300,E,19800,E,19230,E,18590,E,17280,E,16100,E,15150,E,13750,E,12500,E,10000,E,9370,E,8290,E,7670,E,6200,E,5150,E,4120,E,2580,E,2100,E,1080,E,1050,E
Iceland,Tonnes - live weight,49602,A,51362,A,53154,A,40609,A,34054.8,A,19185,A,20858.7,A,15129,A,8382.6,A,8433.5,A,7053.0,A,7431.3,A,5308.5,A,5050,A,5165,A,5098,A,4823,A,8241,A,8256,A,8868,A,6214,A,3585,A,4371,A,3623,A,3897,A,3868,A,3663,A,3687,A,3485,A,3222,A,2917,A,2524,A,2873,A,2829,A,1677,A,1209,A,643,A,273,A,103,A,137,A,107,E,80,E,59,E,43,E,32,E,23,E,15,E,8,E,2,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
India,Tonnes - live weight,11321123.0,A,10235300,E,9408300,E,8641286.0,A,7933000,E,7247902,E,6212869,E,5701902,E,5344002,E,4884002,E,4492502.0,E,4213980,E,3677584,E,3790021,E,3798842,E,3855763,E,3114762,A,3182817,A,2973126,A,2804362,A,2316947,A,2189445,A,2120634,A,1942531,A,2134814,A,1908485,A,1864322,A,1758739,A,1658807,A,1519528,A,1416702,A,1395444,A,1225261,A,1017136,A,1004500,E,893330,E,788310,E,686260,E,633250,E,572000,E,504733,E,452939,E,406622,E,365180,E,328082,E,294854,E,264948,E,238123,E,213817,E,192321,E,173080,E,153958,E,136697,E,121671,E,109321,E,98471,E,89022,E,80561,E,72947,E,66096,E,59927,E,54368,E,49359,E,44843,E,40768,E,37091,E,33771,E,30772,E,28060,E,25609,E,23388,E,21380,E,19559,E,17910,E
Indonesia,Tonnes - live weight,15361425.425,A,14776056.934,A,14677773.215,A,14791014.403,A,15371627.330,A,15771806,E,16118238,A,16002319.09,A,15649311.1,A,14375286.83,A,13301407.944,A,9599764.824,A,7937071.54,A,6277924.49,A,4712846.53,A,3854944,A,3137376,A,2479247,E,2124093,A,1468612,A,1228559,A,1137151,A,1076749,A,993727,A,882989,A,747007,A,777547,A,881098,A,743092,A,703522,A,710414,A,645368,A,607507,A,599824,A,527897,E,499597,E,456727,A,411552,A,359626,A,330764,A,303941,A,273541,A,269959,A,225296,A,202202,A,189266,A,173780,A,156744,A,149633,A,136244,A,129830,A,118952,E,114121,E,108706,E,105690,E,104175,E,112101,E,104339,E,93898,E,93148,E,88224,E,89263,E,86172,E,80639,E,80136,E,64559,E,74133,E,70214,E,61346,E,54184,E,54638,E,48508,E,42432,E,41866,E
Iran (Islamic Republic of),Tonnes - live weight,616650,E,548055,E,478737,A,480500,A,458131,A,439718,A,412887,A,398129,A,346118,A,320174,A,325325,A,296514,A,247262,A,220034,A,179552,A,154726,A,158549,A,129468,A,111761,A,104330,A,91714,A,76817,A,62550,A,40550,A,31800,A,33237,A,30279,A,29977,A,28636,A,25899,A,21882,A,21806,E,20226,A,27147,A,26000,E,26400,E,24820,E,20930,E,17776,E,18369,E,15368,E,13356,E,11197,E,9263,E,7040,E,4935,E,3800,E,2675,E,1510,E,887,E,311,E,155,E,60,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Iraq,Tonnes - live weight,23944.85,A,23000,E,22694,A,22704,A,22269,A,25737,A,31814,A,28835,A,24803,A,26625,A,14060,A,25040,A,16290,A,20320,A,18732,A,19246,A,15810,E,14867,A,17941,A,13947,A,2000,E,2000,E,2000,E,1745,A,2183,A,7500,A,3400,A,2500,A,2600,A,4100,A,4000,A,4750,A,1750,A,1600,A,3000,E,5000,A,5250,A,4564,A,4441,A,4476,A,3997,E,3899,E,3774,E,3622,E,3443,E,3238,E,3000,E,2746,E,2300,E,1800,E,1000,E,500,E,100,E,10,E,2,E,,,,,,,,,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Ireland,Tonnes - live weight,35118,A,44014,A,42099,A,37750.7,A,37913.7,A,36895.9,A,45433.1,A,40244.43,A,39650,A,31200.2,A,34198.2,A,36102.01,A,44266.32,A,46490.3,A,47511.675,A,44867.5,A,57104,A,53122,A,60050,A,58359,A,62516,A,62568,A,60940,A,51247,A,43856,A,42375,A,36854,A,34925,A,27366,A,28615,A,30158,A,27157,A,27749,A,26673,A,20790,A,18327,A,18693,A,12741,A,11964,A,15322,A,7078,A,6982,A,5811,A,5639,A,3692,A,4069,A,4654,A,5019,A,4258,A,3809,A,3423,A,5512,A,4906,A,3701,A,3000,A,2600,A,1300,A,900,A,1100,A,1000,A,1100,A,500,A,900,A,2100,A,1500,A,2400,A,2300,A,2000,A,1300,A,700,A,800,A,700,A,700,A,1100,A
Israel,Tonnes - live weight,14500,E,13840,E,14875,E,15280,E,16940,E,17025,E,17997,A,18914,A,19640,A,20166,A,22251.6,A,20342.4,A,20817,A,19895,A,19177,A,20017,A,21434,A,22117,A,22409,A,22303,A,20776,A,22256,A,21318,A,20098,A,18777,A,18556,A,18264,A,17553,A,16180,A,14984,A,13604,A,12211,A,15102,A,14638,A,14593,A,15135,A,14027,A,12289,A,12954,A,11514,A,11024,A,11260,A,11263,A,11391,A,12283,A,12969,A,13353,A,12446,A,12441,A,12416,A,14283,A,14095,A,13626,A,12815,A,11180,A,10827,A,9637,A,10526,A,11673,A,11812,A,11282,A,9985,A,10054,A,9271,A,8821,A,8522,A,8390,A,7458,A,8016,A,6459,A,5305,A,4341,A,3374,A,3315,A
Italy,Tonnes - live weight,126291.553,A,130496.845,A,145861.9,A,125790.259,A,132377.8,E,145000.183,A,156625,E,156460,E,148762.6,E,148730.35,A,140879,A,137041,A,164150.7,A,153493.71,A,162431.5,A,149002.759,A,181126,A,173586,A,182443,A,118217,A,191884,A,184285,A,218330,A,216525,A,210368,A,208625,A,195719,A,189373,A,214725,A,176421,A,166320,A,170377,A,175193,A,153744,A,132971,A,131499,A,110616,A,107130,A,104301,A,96900,A,89848,E,87547,E,83584,E,74640,E,70479,E,64228,E,60543,E,56653,E,51088,A,41786,E,29074,E,31224,E,35443,A,28632,E,22748,E,20473,E,16711,E,13573,E,11813,E,9893,E,8001,E,6531,E,4776,E,2794,E,2056,E,1322,E,840,E,682,E,566,E,493,E,440,E,377,A,386,A,305,A
Jamaica,Tonnes - live weight,970.2,A,963.2,A,884.2,A,926.75,A,1122,A,1494,A,1347,A,952,A,607,A,881,A,842.9,A,656.05,A,1157,E,3957,A,5189,A,5955,A,5621,A,8024,A,5675,A,4500,A,2974,A,6155,A,4512,E,4512,A,4150,A,3410,A,3450,E,3500,E,3550,A,3440,E,3340,E,3240,E,3140,E,3404,A,3092,A,2772,A,2201,A,1462,A,850,A,355,A,148,A,135,A,32,A,20,A,25,A,38,A,2,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Japan,Tonnes - live weight,879361.1,A,943494.827,A,959646.015,A,998938.829,A,946642.842,A,1034919.655,A,1023192.201,A,1068034.499,A,1105651.683,A,1021848.585,A,1027951.485,A,1073820.781,A,907971.587,A,1151101.337,A,1243358.129,A,1186721.915,A,1284425.415,A,1224189.454,A,1254142.959,A,1261003.286,A,1301793.557,A,1385099.108,A,1311828.694,A,1291735.086,A,1315323.763,A,1290515.107,A,1339909.511,A,1349461.755,A,1389676.495,A,1420526.045,A,1359475.846,A,1397088.989,A,1359269.603,A,1369751.041,A,1370564.069,A,1426062.959,A,1234254.228,A,1291957.998,A,1184219.442,A,1208031.449,A,1153787,A,1035020,A,1051868,A,1085656,A,977359,A,1007675,A,943746,A,926711,A,844119,A,946292,A,854553,A,703271,A,658832,A,597395,A,526565,A,574487,A,513304,A,442172,A,412523,A,399167,A,419315,A,389701,A,347634,A,308044,A,246347,A,235113,A,263221,A,203254,A,175376,A,163773,A,161779,A,138882,A,93911,A,72407,A
Jersey,Tonnes - live weight,1152.032,A,1990,E,2013.660,A,1074.717,A,1350.2,A,1435.6,A,1346.5,A,1498.65,A,1762.8,A,1300.75,A,913.23,A,867.743,A,1066.1,A,1109.2,A,1009.1,A,956.62,A,791,A,773.4,A,638,A,749.2,A,669,A,573.4,A,470,A,306.4,A,197.8,A,196,A,129.3,A,191,A,114,A,103,A,81,A,50,A,67,E,47.5,A,13,E,13,E,25,A,15,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,Tonnes - live weight,2719.4,A,2582,A,2145,A,2055,A,1940,E,1330,E,1220,E,1120,E,950,E,900,E,750,E,600,E,575,A,541,A,440,A,540,A,509,A,560,A,561,A,487,A,650,A,515,A,540,A,569,A,515,A,293,A,200,A,181,A,170,A,86,A,60,A,22,A,20,A,60,A,55,A,70,A,70,A,65,A,45,E,30,E,15,E,15,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,Tonnes - live weight,17107.709,A,13297.232,A,7847.743,A,6827.288,A,6933.100,A,5653.269,A,2776,E,1878,A,730.4,A,410,A,811,A,738,A,858,A,224,A,303,A,206,A,170,A,256,A,123,A,188.2,A,820,A,778,A,309,A,813,E,1193,A,1106,A,1921,A,1682,A,1948,A,1161,A,2928,A,3379,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Tonnes - live weight,33265,E,28938,E,28470,E,24803,E,20300,E,16957,E,13128,E,15310,A,18961,A,24498,A,23901,A,21888,A,22295,A,12194,A,4895,A,4452,A,4240,A,1012,A,1047,A,1035,A,1012,A,798,A,1009,A,512,A,300,A,153,A,199,A,579,A,1302,A,1385,A,1145,A,1136,A,1178,A,1236,A,972,A,561,A,210,A,224,A,213,A,207,A,201,A,195,A,160,E,160,E,160,E,180,E,160,E,160,E,150,E,160,E,180,E,170,E,220,E,240,E,293,E,317,E,360,E,370,E,399,E,430,E,380,E,360,E,410,E,380,E,350,E,370,E,350,E,320,E,300,E,270,E,250,E,200,E,200,E,180,E
Kiribati,Tonnes - live weight,2,E,2,E,2,E,2,E,2,E,2,E,152,E,2,E,3512,E,6932,A,2261,A,8291,A,4293,A,4756,A,1798.16,A,1094.14,A,1117,A,8849,A,5012,E,3913,E,3913,A,4262,A,9282,A,11188,A,9409,A,5942,A,7383,A,9489,A,5265,A,3200,A,1684,A,3513,A,8209,A,5116,A,1228,A,443,A,349,A,1530,A,15,A,13,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,Tonnes - live weight,464,E,464,E,462,E,462,E,467.84,A,207.65,A,205,E,206.16,A,262,E,297,E,303,A,309,A,319,A,310,A,272,A,291.215,A,348,A,568,A,327,A,375,E,366,A,195,E,195,A,376,A,264,A,220,E,204,A,90,A,90,A,0,A,0,A,0,A,0,A,0,A,10,E,8,E,5,E,3,E,2,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Kyrgyzstan,Tonnes - live weight,33600,E,20698.3,A,10300,E,5100,E,4300,E,2558.7,A,2100,E,1930.7,A,1068.4,A,577.93,A,300,E,297.0,A,394.5,A,352,E,133,A,92,A,107,A,20,E,20,E,20,A,12,A,94,A,144,A,58,A,71,A,162,A,168,A,185,A,207,A,163,A,223,A,642,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao People's Democratic Republic,Tonnes - live weight,140000,E,137788,E,135008,E,130020,E,123000,E,118700,E,109800,E,106600,E,95965,E,90360,E,103900,E,101895,E,95600,E,82100,E,75000.5,E,64300,E,63250,E,60000,E,60000,A,64900,E,64900,E,59716,E,50000,E,42066,E,30362,E,21216,E,21143,E,16000,E,12880,E,11200,E,11000,E,10760,E,10500,E,10000,E,8000,E,7000,E,6000,E,5000,E,4000,E,2500,E,2328,E,1984,E,1680,E,1408,E,1184,E,984,E,808,E,664,E,536,E,432,E,344,E,272,E,216,E,160,E,128,E,96,E,72,E,48,E,32,E,24,E,16,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,Tonnes - live weight,784.06,A,869.91,A,901.40,A,717.45,A,608.64,A,829.66,A,807.94,A,788.077,A,862.85,A,686.28,A,643.21,A,574.54,A,545.5,A,548.8,A,517.2,A,584,A,729,A,565,A,542,A,545,A,637,A,430,A,463,A,325,A,468,A,425,A,345,A,380,A,525,A,560,A,339,A,641,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,Tonnes - live weight,938,E,938,E,936,E,933,E,940,E,940,E,1035,E,1035,E,1035,E,1135,E,1180,E,1280,E,1280,E,1180,E,1080,E,975,E,818,A,813,A,813,A,795,A,795,A,790,A,300,A,400,A,300,A,400,A,300,A,350,A,300,A,200,A,180,A,130,E,80,A,80,E,100,A,100,A,200,A,375,A,300,A,300,A,200,A,120,A,70,A,40,A,25,A,40,A,20,A,10,A,5,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,Tonnes - live weight,2006.8,A,1832.26,A,1501.3,A,2601,E,2550,E,2500.46,A,1801,E,1050,E,1001,E,900.53,A,500.43,A,400.37,A,300.37,A,300.4,A,107.6,A,91,A,131,A,2,A,1,A,2,A,4,A,8,E,8,A,8,A,4,A,8,E,14,E,14,E,14,E,18,E,18,E,17,E,15,E,20,E,25,E,30,A,26,A,25,A,23,A,13,A,20,A,19,A,15,A,23,A,27,A,24,A,22,A,27,A,23,A,10,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Liberia,Tonnes - live weight,1362,E,1375,A,1150,E,1030,E,855,E,685,E,515,E,345,E,230,E,165,E,130,E,100,E,90,E,80,E,70,E,60,E,60,E,50,E,45,E,37,E,30,E,30,E,14,A,22,A,20,E,20,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,3,E,2,A,3,A,6,A,8,A,7,A,9,A,35,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,Tonnes - live weight,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,110,E,110,E,110,E,240,E,388,E,388,E,288,A,160,E,40,E,40,E,40,E,40,E,40,E,40,E,40,E,40,E,10,E,10,E,80,E,70,E,70,E,50,E,30,E,30,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Lithuania,Tonnes - live weight,4257.88,A,4859.01,A,5135.34,A,4477.45,A,4214.648,A,3744.43,A,3749.07,A,4392.74,A,4450.17,A,3835.80,A,4210.88,A,3581.96,A,3279.61,A,3190.99,A,3421.6,A,3008,A,3377,A,2224,A,2013,A,2697,A,2356,A,1750,A,2001,A,1996,A,1650,A,1516,A,1516,A,1537,A,1714,A,1874,A,2907,A,3899,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
